sessionId,stationId,distanceKm,durationMin,durationInTrafficMin,energyNominalKwh,energyNeededKwh,chargingPoints,temperatureC,windSpeedMs,windDirectionDeg,cost,roadTrafficCondition,congestionLevel,payAtLocation,operator,connectionType,currentType,selected
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008684,9.1,18.0,18.0,0.937,1.311,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008685,9.0,17.0,17.0,0.933,1.306,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac00868b,11.6,22.0,23.0,1.471,2.06,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f98013dc8e5d2ac00873b,9.6,19.0,18.0,1.147,1.606,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab08f17427d6b924a318,674f98013dc8e5d2ac0087cf,3.9,6.0,6.0,0.371,0.52,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008355,4.0,8.0,9.0,0.417,0.584,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac0083c9,7.2,15.0,15.0,0.74,1.036,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008478,9.3,14.0,15.0,1.023,1.432,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008482,8.9,9.0,9.0,1.02,1.428,2.0,16.8,4.87,19.0,,light,unknown,unknown,chargefox,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008533,10.7,17.0,17.0,1.467,2.054,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008682,11.7,17.0,17.0,1.185,1.659,6.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008684,8.4,14.0,13.0,0.851,1.192,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008685,8.4,13.0,13.0,0.84,1.176,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f98013dc8e5d2ac00873b,9.3,14.0,15.0,1.023,1.432,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab28f17427d6b924bdec,674f98013dc8e5d2ac0087cf,1.5,2.0,2.0,0.086,0.12,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008355,4.0,9.0,10.0,0.344,0.482,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac0083c9,6.8,14.0,13.0,0.593,0.83,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac00843c,9.9,16.0,16.0,1.071,1.5,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008478,7.0,11.0,11.0,0.775,1.085,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008533,8.3,13.0,13.0,1.199,1.678,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008682,9.4,13.0,13.0,0.936,1.311,6.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008684,6.1,10.0,10.0,0.583,0.816,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008685,6.0,10.0,9.0,0.573,0.802,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f98013dc8e5d2ac00873b,7.0,11.0,11.0,0.775,1.085,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab46f17427d6b924d212,674f98013dc8e5d2ac0087cf,4.5,9.0,10.0,0.282,0.394,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008355,2.9,10.0,9.0,0.152,0.212,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac0083c9,3.1,9.0,9.0,0.168,0.235,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac0083e4,11.0,18.0,19.0,1.203,1.685,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008478,8.2,13.0,14.0,0.874,1.223,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008533,4.7,8.0,9.0,0.959,1.342,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008684,7.4,13.0,14.0,0.653,0.915,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008685,7.3,13.0,14.0,0.641,0.897,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac00868b,8.4,14.0,14.0,1.056,1.478,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f98013dc8e5d2ac00873b,8.2,13.0,14.0,0.874,1.223,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008685,1.7,4.0,4.0,0.184,0.257,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac0083e4,5.4,9.0,9.0,0.693,0.97,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac00843c,4.9,10.0,10.0,0.585,0.819,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008478,3.6,6.0,6.0,0.463,0.649,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008533,7.1,12.0,12.0,1.207,1.689,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008684,1.8,4.0,4.0,0.192,0.269,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac00868b,6.3,11.0,11.0,0.832,1.165,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac00873b,3.6,6.0,6.0,0.463,0.648,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac0087cf,3.9,7.0,7.0,0.285,0.398,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac008883,5.2,9.0,9.0,0.624,0.874,2.0,16.8,4.87,19.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a76abb8f17427d6b9251516,674f98013dc8e5d2ac0087cf,2.2,4.0,4.0,0.188,0.263,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008355,1.9,7.0,9.0,0.244,0.376,4.0,16.8,4.87,19.0,,moderate,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac0083c9,4.5,10.0,11.0,0.447,0.625,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac0083e4,9.5,15.0,15.0,1.109,1.552,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008478,6.7,10.0,10.0,0.748,1.047,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008533,6.5,10.0,11.0,1.102,1.543,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008684,5.9,10.0,10.0,0.597,0.836,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008685,5.8,10.0,10.0,0.59,0.825,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac00868b,8.8,14.0,14.0,1.119,1.566,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f98013dc8e5d2ac00873b,6.7,10.0,10.0,0.748,1.048,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008478,2.6,8.0,8.0,0.155,0.217,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,chademo,unknown,1
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac0083e4,4.9,9.0,10.0,0.516,0.723,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac00843c,8.2,16.0,16.0,0.817,1.144,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008533,5.8,10.0,10.0,0.895,1.253,1.0,12.0,5.75,263.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008684,5.6,12.0,13.0,0.448,0.627,1.0,12.0,5.75,263.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008685,5.5,12.0,12.0,0.445,0.624,1.0,12.0,5.75,263.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac00868b,1.5,5.0,5.0,0.155,0.217,4.0,12.0,5.75,263.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac00873b,2.6,8.0,8.0,0.155,0.217,2.0,12.0,5.75,263.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac0087cf,8.3,15.0,15.0,0.695,0.972,1.0,12.0,5.75,263.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac008883,8.0,15.0,14.0,0.743,1.04,2.0,12.0,5.75,263.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac00873b,2.6,8.0,7.0,0.145,0.203,2.0,11.5,3.79,329.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,1
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac0083e4,4.9,9.0,9.0,0.511,0.715,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac00843c,8.1,18.0,14.0,0.76,1.064,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008478,2.6,8.0,7.0,0.145,0.203,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008533,5.8,10.0,9.0,0.843,1.18,1.0,11.5,3.79,329.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008684,5.6,12.0,10.0,0.401,0.561,1.0,11.5,3.79,329.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008685,5.5,12.0,10.0,0.4,0.56,1.0,11.5,3.79,329.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac00868b,1.7,5.0,5.0,0.189,0.265,4.0,11.5,3.79,329.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac0087cf,8.3,15.0,12.0,0.59,0.825,1.0,11.5,3.79,329.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac008883,7.9,16.0,12.0,0.724,1.013,2.0,11.5,3.79,329.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac00868b,1.7,5.0,5.0,0.18,0.253,4.0,13.8,3.73,187.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac0083e4,5.4,9.0,10.0,0.467,0.654,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac00843c,8.3,16.0,16.0,0.651,0.911,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008478,3.1,8.0,8.0,0.178,0.25,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008533,6.4,10.0,10.0,0.859,1.202,1.0,13.8,3.73,187.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008684,6.2,13.0,13.0,0.392,0.548,1.0,13.8,3.73,187.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008685,6.1,12.0,12.0,0.385,0.539,1.0,13.8,3.73,187.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac00873b,3.1,8.0,8.0,0.178,0.25,2.0,13.8,3.73,187.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac0087cf,8.9,15.0,15.0,0.614,0.86,1.0,13.8,3.73,187.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac008883,8.3,15.0,15.0,0.647,0.906,2.0,13.8,3.73,187.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac00868b,1.6,5.0,5.0,0.159,0.222,4.0,13.6,3.61,184.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac0083e4,5.3,9.0,10.0,0.451,0.632,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac00843c,8.2,16.0,16.0,0.653,0.914,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008478,3.0,8.0,8.0,0.139,0.194,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008533,6.3,10.0,10.0,0.864,1.209,1.0,13.6,3.61,184.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008684,6.1,13.0,13.0,0.374,0.524,1.0,13.6,3.61,184.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008685,6.0,12.0,12.0,0.368,0.515,1.0,13.6,3.61,184.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac00873b,3.0,8.0,8.0,0.139,0.194,2.0,13.6,3.61,184.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac0087cf,8.8,15.0,15.0,0.609,0.853,1.0,13.6,3.61,184.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac008883,8.2,15.0,15.0,0.648,0.907,2.0,13.6,3.61,184.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac00868b,1.7,5.0,5.0,0.198,0.277,4.0,22.7,5.15,8.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac0083e4,4.9,9.0,9.0,0.528,0.739,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,unknown,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac00843c,7.8,16.0,16.0,0.687,0.961,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008478,2.6,8.0,8.0,0.14,0.196,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,chademo,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008533,5.9,10.0,10.0,0.866,1.212,1.0,22.7,5.15,8.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008684,5.7,13.0,13.0,0.369,0.517,1.0,22.7,5.15,8.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008685,5.6,12.0,12.0,0.365,0.511,1.0,22.7,5.15,8.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac00873b,2.6,8.0,8.0,0.14,0.196,2.0,22.7,5.15,8.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac0087cf,8.4,15.0,14.0,0.575,0.806,1.0,22.7,5.15,8.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac008883,7.8,15.0,15.0,0.685,0.96,2.0,22.7,5.15,8.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac00873b,2.6,8.0,8.0,0.14,0.196,2.0,22.6,5.28,7.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,1
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac0083e4,4.9,9.0,9.0,0.529,0.741,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,unknown,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac00843c,7.8,16.0,16.0,0.689,0.964,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008478,2.6,8.0,8.0,0.14,0.196,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,chademo,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008533,5.9,10.0,10.0,0.865,1.211,1.0,22.6,5.28,7.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008684,5.7,13.0,13.0,0.37,0.517,1.0,22.6,5.28,7.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008685,5.6,12.0,12.0,0.366,0.512,1.0,22.6,5.28,7.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac00868b,1.7,5.0,5.0,0.198,0.277,4.0,22.6,5.28,7.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac0087cf,8.4,15.0,14.0,0.575,0.806,1.0,22.6,5.28,7.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac008883,7.8,15.0,15.0,0.688,0.963,2.0,22.6,5.28,7.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
